TestID,StreetName,City,State,ZIP,Country
1001850,1418 N GLENBROOK DR,GARLAND,TX,75040-4685,USA
1001851,2613 HIGH POINT RD,GREENSBORO,NC,27403-3143,USA
1001852,601 US HIGHWAY 206,HILLSBOROUGH,NJ,08844-1522,USA
1001853,4001 FAR HILLS AVE,KETTERING,OH,45429-2413,USA
1001854,10140 S HIGHWAY 6,SUGAR LAND,TX,77498-4938,USA
1001856,1525 W 79TH ST,CHICAGO,IL,60620-4108,USA
1001859,860 E VALLEY BLVD,SAN GABRIEL,CA,91776-3642,USA
1001860,12104 VETERANS MEMORIAL DR,HOUSTON,TX,77067-1004,USA
1001861,600 N WELLS AVE,RENO,NV,89512-3455,USA
1001862,4017 DONNELLY DR NW,MAPLE LAKE,MN,55358-3409,USA
1001864,225 W SILVER LAKE RD,FENTON,MI,48430-2605,USA
1001869,51005 WASHINGTON ST,NEW BALTIMORE,MI,48047-2158,USA
1001871,1323 E SPRING VALLEY RD,RICHARDSON,TX,75081-5931,USA
1001872,410 STATE ROUTE 10,LEDGEWOOD,NJ,07852-9658,USA
1001873,445 1ST ST A,GILROY,CA,95020-5030,USA
1001874,9756 BAUMAN RD,HOUSTON,TX,77076-5138,USA
1001875,943 BLUFF LAKE DR,ZEELAND,MI,49464-9144,USA
1001876,10825 VENICE BLVD,LOS ANGELES,CA,90034-7103,USA
1001877,4425 W HILLSBOROUGH AVE,TAMPA,FL,33614-5439,USA
1001878,121 E MAIN ST,HOLDENVILLE,OK,74848-3207,USA
1001880,2761 E GAGE AVE,HUNTINGTON PARK,CA,90255-7213,USA
1001882,408 CHURCH ST,SULPHUR SPRINGS,TX,75482-2608,USA
1001883,580 N US HIGHWAY 69,HUNTINGTON,TX,75949-8939,USA
1001885,652 W MAIN ST,FOREST CITY,NC,28043-2819,USA
1001887,7150 AIRPORT HWY,PENNSAUKEN,NJ,08109-4302,USA
1001888,263 GENESEE ST,AUBURN,NY,13021-3280,USA
1001889,6000 LAKE FRST DR NW,ATLANTA,GA,30328-3896,USA
1001890,1267 BROADWAY AVE,SEASIDE,CA,93955-4925,USA
1001891,6901 MCCART AVE,FORT WORTH,TX,76133-6377,USA
1001894,1555 VALWOOD PKWY,CARROLLTON,TX,75006-8400,USA
1001895,3267 BEE CAVE RD,AUSTIN,TX,78746-6773,USA
1001896,114 N MAIN ST,DICKSON,TN,37055-1837,USA
1001897,508 HARRISON AVE,LEADVILLE,CO,80461-3587,USA
1001898,3110 FRANKFORT AVE,LOUISVILLE,KY,40206-2777,USA
1001900,13177 SCHAVEY RD,DEWITT,MI,48820-9000,USA
1001901,4522 APPLETON AVE,JACKSONVILLE,FL,32210-2032,USA
1001903,417 NISSAN DR,SMYRNA,TN,37167-4303,USA
1001905,611 POLYDOME DR,LITCHFIELD,MN,55355-5325,USA
1001906,5745 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73119-7016,USA
1001911,5301 BEACH BLVD  110,BUENA PARK,CA,90621-1231,USA
1001913,190 E TEXAS AVE,WASKOM,TX,75692-9328,USA
1001914,922 E TIDWELL RD,HOUSTON,TX,77022-1826,USA
1001915,1345 W MCDOWELL RD,PHOENIX,AZ,85007-1749,USA
1001916,12948 CROFTSHIRE DR,GRAND BLANC,MI,48439-1546,USA
1001917,240 E TRAVIS ST,LA GRANGE,TX,78945-2617,USA
1001918,207 17TH ST S,MOORHEAD,MN,56560-3046,USA
1001919,1917 DREW ST,CLEARWATER,FL,33765-3024,USA
1001920,11121 SHERMAN WAY,SUN VALLEY,CA,91352-4932,USA
1001921,2728 SUMMERS ST NW,KENNESAW,GA,30144-3506,USA
1001924,6078 N FRY RD,KATY,TX,77449-1806,USA
1001925,9445 1/2 LAS TUNAS DR,TEMPLE CITY,CA,91780-2100,USA
1001928,14551 RED HILL AVE,TUSTIN,CA,92780-6238,USA
1001929,100 E END BLVD S,MARSHALL,TX,75670-5602,USA
1001930,14522 ARCHWOOD ST,VAN NUYS,CA,91405-4601,USA
1001932,536 WRITERS WAY,MORRISVILLE,NC,27560-5777,USA
1001933,112 MARINA DR,LACON,IL,61540-8900,USA
1001935,4255 DEAN MARTIN DR,LAS VEGAS,NV,89103-4161,USA
1001937,401 N 4TH ST,BURLINGTON,KS,66839-1401,USA
1001939,1624 SW 11TH ST,LAWTON,OK,73501-7326,USA
1001940,5811 SAINT CHARLES RD,BERKELEY,IL,60163-1031,USA
1001941,2407 W PARKWOOD AVE,FRIENDSWOOD,TX,77546-8945,USA
1001942,865 COMSTOCK AVE APT 11E,LOS ANGELES,CA,90024-2585,USA
1001944,2239 MARKET ST,SAN FRANCISCO,CA,94114-1612,USA
1001945,19426 NORMANDIE AVE,TORRANCE,CA,90502-1013,USA
1001946,1007 NC HIGHWAY 150 W STE A,SUMMERFIELD,NC,27358-7925,USA
1001947,120 JAMES ST,PIGEON,MI,48755-5124,USA
1001948,8572 SILVER LAKE RD,LINDEN,MI,48451-8302,USA
1001949,12301 FARMINGTON RD,LIVONIA,MI,48150-1747,USA
1001950,846 E 6TH ST,BEAUMONT,CA,92223-2339,USA
1001952,216 CALIFORNIA DR,BURLINGAME,CA,94010-4113,USA
1001954,5435 CLAYTON RD,CLAYTON,CA,94517-1075,USA
1001955,460 1ST ST E,SONOMA,CA,95476-6702,USA
1001957,3565 ORCHARD AVE,OGDEN,UT,84403-1016,USA
1001958,1231 28TH ST SW,WYOMING,MI,49509-2701,USA
1001959,11808 BARKER CYPRESS RD,CYPRESS,TX,77433-2291,USA
1001960,3349 WESTERN CTR BLVD,FORT WORTH,TX,76137-7132,USA
1001961,800 BESSEMER AVE,LLANO,TX,78643-1622,USA
1001962,6620 GATEWAY AVE,SARASOTA,FL,34231-5806,USA
1001963,6309 BARKER CYPRESS RD C,HOUSTON,TX,77084-1625,USA
1001964,918 RANDOLPH ST,THOMASVILLE,NC,27360-5891,USA
1001965,1551 W MISSION RD,SAN MARCOS,CA,92069-1257,USA
1001966,205 RUBY ST,JOLIET,IL,60435-6224,USA
1001967,512 MAIN ST,RAPID CITY,SD,57701-2739,USA
1001968,2192 W LAKE ST,HANOVER PARK,IL,60133-7000,USA
1001969,15065 OAK KNOLL CT,STERLING HEIGHTS,MI,48312-5779,USA
1001971,2837 INGERSOLL AVE,DES MOINES,IA,50312-4012,USA
1001972,211 N SAGINAW BLVD,SAGINAW,TX,76179-1335,USA
1001975,198 3RD ST,TRACY,MN,56175-1212,USA
1001976,19919 FM 1485 RD,NEW CANEY,TX,77357-7311,USA
1001978,405 TEBEAU ST,WAYCROSS,GA,31501-3651,USA
1001979,12701 W STATE HIGHWAY 29,LIBERTY HILL,TX,78642-6348,USA
1001981,800 S MAIN ST,HIGH POINT,NC,27260-7588,USA
1001982,9664 HARRIS CIR,DENVER,CO,80229-2456,USA
1001983,2602 AVENUE H,ROSENBERG,TX,77471-3604,USA
1001984,3722 AIRPORT BLVD NW,WILSON,NC,27896-7307,USA
1001988,2020 MANSFIELD WEBB RD,ARLINGTON,TX,76002-3835,USA
1001989,6081 SUNRISE MALL,CITRUS HEIGHTS,CA,95610-6903,USA
1001990,5214 BELLAIRE BLVD,BELLAIRE,TX,77401-3902,USA
1001991,1372 3RD AVE,CHULA VISTA,CA,91911-4303,USA
1001992,5128 FM 1960 RD W,HOUSTON,TX,77069-4505,USA
1001993,217 CLARKSVILLE RD,WEST WINDSOR,NJ,08550-5375,USA
1001994,3701 W NORTHWEST HWY,DALLAS,TX,75220-4900,USA
1001995,14315 CYPRESS ROSEHILL RD,CYPRESS,TX,77429-1013,USA
1001997,1661 WOODARD AVE APT 120,CLEBURNE,TX,76033-7054,USA
1001999,704 N ELLIS ST,GROESBECK,TX,76642-2101,USA
1002000,3158 W 76TH ST,HIALEAH,FL,33018-3886,USA
1002001,15804 CEDAR ST,OVERLAND PARK,KS,66224-3875,USA
1002004,145 OYSTER CREEK DR  1,LAKE JACKSON,TX,77566-4197,USA
1002005,10902 GREENBRIER RD,MINNETONKA,MN,55305-3474,USA
1002006,2410 RING RD,ELIZABETHTOWN,KY,42701-7994,USA
1002007,8301 GRAND AVE S,BLOOMINGTON,MN,55420-2268,USA
1002008,3585 US HIGHWAY 9,FREEHOLD,NJ,07728-2672,USA
1002009,1043 E MAIN ST,ALHAMBRA,CA,91801-4110,USA
1002010,23838 JOY RD,REDFORD,MI,48239-1212,USA
1002014,34916 NEWARK BLVD,NEWARK,CA,94560-1216,USA
1002015,305 S MAIN ST,ANDERSON,SC,29624-1622,USA
1002016,2334 S COUNTY ROAD 1000 W,FRENCH LICK,IN,47432-9342,USA
1002017,410 E ASHLEY RD,BOONVILLE,MO,65233-1674,USA
1002018,1201 E JULIAN ST,SAN JOSE,CA,95116-1032,USA
1002020,3204 WHITE HORSE RD,GREENVILLE,SC,29611-5916,USA
1002021,169 STONEBROOK PL,JACKSON,TN,38305-0603,USA
1002024,4880 SUNNYVALE ST,DALLAS,TX,75216-7521,USA
1002026,22035 MAIN ST,CARSON,CA,90745-7567,USA
1002027,221 S 2ND ST,RICHMOND,CA,94804-2111,USA
1002028,1502 5TH AVE,CANYON,TX,79015-3830,USA
1002029,14842 SAKATAH LAKE RD,WATERVILLE,MN,56096-4219,USA
1002030,12300 SW 127TH AVE,MIAMI,FL,33186-6579,USA
1002031,824 PASADENA BLVD,PASADENA,TX,77506-5337,USA
1002032,6969 GULF FWY,HOUSTON,TX,77087-2587,USA
1002033,918 MERCURY DR,HOUSTON,TX,77029-2039,USA
1002036,1874 MOON VALLEY CT,MORGANTON,NC,28655-9549,USA
1002040,4248 BOONVILLE RD,BRYAN,TX,77802-3674,USA
1002041,11503 EAGLE DR,BAYTOWN,TX,77523-7652,USA
1002042,15510 DALE ST,DETROIT,MI,48223-1038,USA
1002047,101 W TIPTON ST,SEYMOUR,IN,47274-2375,USA
1002049,301C COMMERCE DR,FREEHOLD,NJ,07728-9383,USA
1002050,3055 W BRADFORD RD NE,PALMYRA,IN,47164-7935,USA
1002051,11010 KATY FWY,HOUSTON,TX,77043-4714,USA
1002052,1606 29TH ST,CODY,WY,82414-9732,USA
1002053,1546 ROWLETT RD,GARLAND,TX,75043-1978,USA
1002056,200 MADISON AVE,FINDLAY,OH,45840-3723,USA
1002057,205 E BUFFALO ST,RAWLINS,WY,82301-5707,USA
1002058,545 3RD AVE SE,PINE CITY,MN,55063-1508,USA
1002059,902 W PASADENA BLVD,DEER PARK,TX,77536-5751,USA
1002060,1504 W UNIVERSITY DR,MC KINNEY,TX,75069-3441,USA
1002061,416 W 8TH ST,POST,TX,79356-3114,USA
1002062,54 INDUSTRIAL AVE,FAIRVIEW,NJ,07022-1605,USA
1002063,12 CHESTNUT RIDGE RD,MONTVALE,NJ,07645-1802,USA
1002064,1904 CHAMISA ST,SANTA FE,NM,87505-3440,USA
1002066,2168 FOUNTAIN SQ,SNELLVILLE,GA,30078-3196,USA
1002067,136 N OLD WOODWARD AVE,BIRMINGHAM,MI,48009-3371,USA
1002068,1854 MADISON AVE,MANKATO,MN,56001-6886,USA
1002069,3035 W OLYMPIC BLVD,LOS ANGELES,CA,90006-2522,USA
1002071,14009C FM 1464 RD,SUGAR LAND,TX,77498-9601,USA
1002072,511 CHERRY ST,KANSAS CITY,MO,64106-1217,USA
1002073,31735 RIVERSIDE DR,LAKE ELSINORE,CA,92530-7816,USA
1002074,18720 STATE HIGHWAY 249,HOUSTON,TX,77070-4276,USA
1002075,828 W MAIN ST,LEAGUE CITY,TX,77573-2026,USA
1002076,255 BROADMORE CIR,ANGOLA,IN,46703-2378,USA
1002077,2211 SAM RAYBURN HWY,MELISSA,TX,75454-2685,USA
1002078,5030 POPLAR LEVEL RD,LOUISVILLE,KY,40219-1124,USA
1002079,1424 N SUGAR RD,EDINBURG,TX,78541-7958,USA
1002081,2545 VALLEYDALE RD,HOOVER,AL,35244-2083,USA
1002083,6566A JOLIET RD,COUNTRYSIDE,IL,60525-4649,USA
1002084,669 S BERNARDO AVE,SUNNYVALE,CA,94087-1020,USA
1002085,601 1/2 N MAIN ST,ALTUS,OK,73521-3111,USA
1002086,6687 DOWNEY AVE,LONG BEACH,CA,90805-2822,USA
1002089,3100 KEMP BLVD,WICHITA FALLS,TX,76308-1855,USA
1002091,2703 SUNFISH DR,PEARLAND,TX,77584-3045,USA
1002093,11821 ALONDRA BLVD,NORWALK,CA,90650-7106,USA
1002094,307 W POLK ST,BURNET,TX,78611-2435,USA
1002095,416 RARITAN AVE,HIGHLAND PARK,NJ,08904-2740,USA
1002096,2321 OVERLOOK DR,KANSAS,OK,74347-7600,USA
1002097,367 W ILLINOIS AVE,AURORA,IL,60506-3039,USA
1002099,738 PILOT BUTTE AVE,ROCK SPRINGS,WY,82901-5346,USA
1002103,72840 HIGHWAY 111,PALM DESERT,CA,92260-3337,USA
1002105,3717 MISSION ST,SAN FRANCISCO,CA,94110-5829,USA
1002107,446 N HIGLEY RD,MESA,AZ,85205-7307,USA
1002108,700 W SPRING CREEK PKWY,PLANO,TX,75023-4623,USA
1002109,3984 PALM AVE,HIALEAH,FL,33012-4422,USA
1002112,13619 NORTHPOINTE RIDGE LN,CYPRESS,TX,77429-4468,USA
1002113,1246 N NORTHWEST LOOP 323,TYLER,TX,75702-3619,USA
1002114,1429 GRATIOT AVE,DETROIT,MI,48207-2745,USA
1002116,106 HALL RD,SEAGOVILLE,TX,75159-2916,USA
1002119,1900 N AUSTIN AVE,CHICAGO,IL,60639-5078,USA
1002120,4005 34TH ST,LUBBOCK,TX,79410-2637,USA
1002121,21020 HIGHLAND KNOLLS DR,KATY,TX,77450-1561,USA
1002124,350 OSCAR BANKS WAY,WAYNESVILLE,NC,28786-6393,USA
1002125,326 S 32ND ST,MUSKOGEE,OK,74401-5005,USA
1002126,520 WYATT DR,STEAMBOAT SPRINGS,CO,80487-3089,USA
1002127,1067 C ST,GALT,CA,95632-1759,USA
1002128,468 N MAIN ST,HEBER CITY,UT,84032-1440,USA
