LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-73.5098381,41.0545395,129,SEASIDE AVE,,,,,,,bbd86d5183aee47c
-73.548386,41.0542695,53,STEPHEN ST,,,,,,,2a9f6a8c54f2092c
-73.5499014,41.0542662,44,WRIGHT ST,,,,,,,ef00260d5db65114
-73.5478011,41.0542292,44,SCHUYLER AVE,,,,,,,c54729a63e4faff2
-73.5093803,41.0545306,130,SEASIDE AVE,,,,,,,ff2c3ee5e989828b
-73.5211118,41.0544275,48,LOCKWOOD AVE,,,,,,,4bb5b6671d11caba
-73.5495846,41.0540919,60,ALDEN ST,,,,,,,c5db9063e70668a7
-73.5286672,41.0543661,15,DALY ST,,,,,,,78ffdcc8de58770f
-73.5079895,41.0545049,116,WEBB AVE,,,,,,,35cf442b8307203d
-73.522696,41.0543909,44,MAPLE AVE,,,,,,,0b6a661936a24760
-73.5188599,41.0544016,61,URSULA PL,,,,,,,04890d52129d0829
-73.5207121,41.0541451,46,FRANK ST,,,,,,,cd4fb0f891d6d223
-73.5205362,41.0541269,50,FRANK ST,,,,,,,38372c98568f5c9b
-73.5232352,41.0543516,49,MAPLE AVE,,,,,,,42a94bd026bb86e1
-73.5464627,41.0542125,62,MILL RIVER ST,,,,,,,daf52e20edb858cc
-73.5203301,41.0541522,56,FRANK ST,,,,,,,d1776ca3fd5e48bc
-73.5179942,41.0543796,75,ORANGE ST,,,,,,,38bc628143d6f72f
-73.5201449,41.0541437,58,FRANK ST,,,,,,,1b0a5e43d285dc49
-73.5178164,41.0543314,79,ORANGE ST,,,,,,,4185ae14f381b819
-73.5473736,41.0533813,21,SCHUYLER AVE,,,,,,,fbdab823d0886866
-73.5199567,41.0541345,68,FRANK ST,,,,,,,4126ae2da5d99cf7
-73.5491171,41.0541396,56,STEPHEN ST,,,,,,,ff8dca1fb43e8573
-73.5176358,41.0543369,83,ORANGE ST,,,,,,,2d5c3bb7e05b6f8f
-73.5174742,41.0543474,87,ORANGE ST,,,,,,,96691f4d7f58bd33
-73.5197744,41.054126,70,FRANK ST,,,,,,,e697185ea2b84f08
-73.5153335,41.054356,85,BLACHLEY RD,,,,,,,7a6cd3829fc3497d
-73.5172924,41.0543406,91,ORANGE ST,,,,,,,0d1f10c19aec4fd3
-73.5195941,41.0541172,76,FRANK ST,,,,,,,af661cb89f755006
-73.5159533,41.0543379,80,MAHER RD,,,,,,,006f6345691210a8
-73.5171131,41.0543052,95,ORANGE ST,,,,,,,29ae51e6d084f184
-73.5484023,41.05415,47,STEPHEN ST,,,,,,,303376982a04efff
-73.5169284,41.0543157,99,ORANGE ST,,,,,,,d24d0eb2ba672636
-73.5292895,41.0542701,30,CLARKS HILL AVE,,,,,,,1661a9e198111688
-73.5098559,41.0544104,133,SEASIDE AVE,,,,,,,72b25b9bb24d3d55
-73.5167529,41.0543095,101,ORANGE ST,,,,,,,062fa15ce79e5643
-73.5165924,41.0542859,105,ORANGE ST,,,,,,,a3a4825a23df94f9
-73.5478192,41.0540999,42,SCHUYLER AVE,,,,,,,54855f3cfffbd0d6
-73.5216049,41.0542681,51,LOCKWOOD AVE,,,,,,,1bac4d624c62fbdf
-73.5499196,41.0540954,46,WRIGHT ST,,,,,,,b373dd3d43cbfe4d
-73.5164008,41.0542776,109,ORANGE ST,,,,,,,352806124787dc92
-73.5093374,41.0543804,136,SEASIDE AVE,,,,,,,3aab072fc8e33f5e
-73.5211626,41.0543037,50,LOCKWOOD AVE,,,,,,,18a645e191e1ad4f
-73.5084872,41.0543847,131,WEBB AVE,,,,,,,ec492debeb8c73fb
-73.5080131,41.0543782,118,WEBB AVE,,,,,,,f8bc23fe008ddafb
-73.5286543,41.0542322,19,DALY ST,,,,,,,d25e650deb6efb2b
-73.52376,41.0542127,54,MYRTLE AVE,,,,,,,c35fe01604bf54e8
-73.5227197,41.0542533,50,MAPLE AVE,,,,,,,e1c126998a2faaef
-73.525003,41.0540782,59,MYRTLE AVE,,,,,,,3b35fc0a99ee0bfd
-73.5045184,41.0543151,12,CAMBRIDGE RD,,,,,,,66dd99f6ec3127e3
-73.5395263,41.0541467,79,ATLANTIC ST,,,,,,,8ae14126099d70de
-73.505046,41.0542802,11,CAMBRIDGE RD,,,,,,,dbbd77fb4d0ad913
-73.5231826,41.0541821,53,MAPLE AVE,,,,,,,ea532e5227b5e73c
-73.5243362,41.0541515,54,MYRTLE AVE,,,,,,,0edd94f10420e674
-73.515912,41.0541942,84,MAHER RD,,,,,,,e70b827b20a0f1dd
-73.504149,41.0542986,213,WEED AVE,,,,,,,9410a94061442d13
-73.5484465,41.0540283,45,STEPHEN ST,,,,,,,8d4ccd05c6d30d3e
-73.5098378,41.0542959,137,SEASIDE AVE,,,,,,,a4746f5d9c8e73f7
-73.5152811,41.054212,89,BLACHLEY RD,,,,,,,2c2b4e3e8ee85fe3
-73.5426869,41.0540806,1035,WASHINGTON BLVD,,,,,,,d0e8a17a7076857f
-73.5218618,41.0541921,22,FRANK ST,,,,,,,e91167844f12e8b2
-73.5292615,41.0541329,34,CLARKS HILL AVE,,,,,,,96d3e07d88aec082
-73.5478402,41.0539658,36,SCHUYLER AVE,,,,,,,6573393efe0909c6
-73.5216346,41.0541806,55,LOCKWOOD AVE,,,,,,,e7290c7258ff0e12
-73.5498072,41.053938,50,ALDEN ST,,,,,,,50a074948e70a1bd
-73.5052678,41.0541164,64,MIDDLEBURY ST,,,,,,,5fab6feeb4eb3cc4
-73.5055137,41.0540907,58,MIDDLEBURY ST,,,,,,,d238b8707824b0e2
-73.5057139,41.0540834,54,MIDDLEBURY ST,,,,,,,27ad79e4db1a3e85
-73.5032322,41.0541839,4,WEED CIR,,,,,,,21b0bbabaea34de3
-73.5059169,41.0540759,50,MIDDLEBURY ST,,,,,,,fc0586860aa7fe27
-73.5061198,41.0540686,46,MIDDLEBURY ST,,,,,,,95f30dcaa1104d16
-73.5084853,41.0542478,133,WEBB AVE,,,,,,,21c7ec7df3bae13c
-73.5063185,41.0540612,42,MIDDLEBURY ST,,,,,,,b33acd1f9b1902e8
-73.5093718,41.0542305,140,SEASIDE AVE,,,,,,,ed9cc1b54632e195
-73.5065176,41.0540541,36,MIDDLEBURY ST,,,,,,,da82dddc8b7e801d
-73.5211245,41.0541413,56,LOCKWOOD AVE,,,,,,,50cc040743f64470
-73.506712,41.0540473,32,MIDDLEBURY ST,,,,,,,94739416ecfe82c6
-73.5427046,41.0539974,1033,WASHINGTON BLVD,,,,,,,bc5b22c68b0156bc
-73.5069002,41.0540404,28,MIDDLEBURY ST,,,,,,,fb943024f258eb61
-73.5079738,41.0542527,120,WEBB AVE,,,,,,,61f83521b5dbe07c
-73.5071038,41.0540327,24,MIDDLEBURY ST,,,,,,,69962e9f494b0b85
-73.5073095,41.0540255,18,MIDDLEBURY ST,,,,,,,c22f93efb61243d9
-73.5395493,41.0540474,87,ATLANTIC ST,,,,,,,5dc09ccba0180237
-73.5494327,41.0539387,51,ALDEN ST,,,,,,,e684e6db128d0cb5
-73.5253389,41.0539203,63,MYRTLE AVE,,,,,,,4deeaeb78ac79a3a
-73.5484635,41.0539189,39,STEPHEN ST,,,,,,,29178845360d9916
-73.5488623,41.0539015,38,STEPHEN ST,,,,,,,df5e8b2bc47328a7
-73.5035236,41.0540679,6,WEED CIR,,,,,,,240fb3549e9c9409
-73.5395603,41.0539855,95,ATLANTIC ST,,,,,,,94714422bed00824
-73.5074971,41.0539935,14,MIDDLEBURY ST,,,,,,,b2fa4d6ebdc43b92
-73.5077004,41.0539796,10,MIDDLEBURY ST,,,,,,,bdfe70c5dd2b6227
-73.5292491,41.0539925,38,CLARKS HILL AVE,,,,,,,0a3e1fe0c2886dbf
-73.5353636,41.0538632,555,E MAIN ST,,,,,,,a604e058f90048ec
-73.5079752,41.0540024,149,DORA ST,,,,,,,001a0c8175c6bfb3
-73.5046045,41.0540909,20,CAMBRIDGE RD,,,,,,,a23c25381c5601b9
-73.5421826,41.053471,62,W PARK PL,,,,,,,9f0eb9c29c961d00
-73.5232192,41.0540179,61,MAPLE AVE,,,,,,,6e4c6b06bdd38111
-73.5478607,41.0538268,32,SCHUYLER AVE,,,,,,,e894e83418f27bc9
-73.5296635,41.0539852,35,CLARKS HILL AVE,,,,,,,f8fff9a712345fd0
-73.5368522,41.0531711,100,GREYROCK PL,,,,,,,23240d146c9b7497
-73.5276165,41.0525294,26,ELM CT,,,,,,,4ba23c94dc9d634a
-73.5097959,41.0540548,143,SEASIDE AVE,,,,,,,41b6a8d437e8c637
-73.5395725,41.0539251,97,ATLANTIC ST,,,,,,,b9b3d7f0833e55b4
-73.5084526,41.0541042,152,DORA ST,,,,,,,585b3f6bb9793a6e
-73.5221098,41.0533057,83,LOCKWOOD AVE,,,,,,,b629cdd61478b95c
-73.5499161,41.0538126,46,ALDEN ST,,,,,,,002ccbae8b8b700d
-73.5093335,41.0540896,144,SEASIDE AVE,,,,,,,8f1453846d362957
-73.5342007,41.0537484,629,E MAIN ST,,,,,,,f70b7e5ce4908601
-73.5404923,41.053867,81,SUMMER ST,,,,,,,c03b84e5be8fbe47
-73.5041593,41.0540876,219,WEED AVE,,,,,,,21baf047baf623bf
-73.5244067,41.0539814,58,MYRTLE AVE,,,,,,,64a5ab82e6a84812
-73.5484783,41.0538128,37,STEPHEN ST,,,,,,,dc42af5ea70d40c2
-73.5488789,41.0537832,36,STEPHEN ST,,,,,,,4addd9e528712fd6
-73.524146,41.0538523,14,GREGORY ST,,,,,,,58e1fd8c537203f9
-73.5396425,41.0538429,101,ATLANTIC ST,,,,,,,2567e354c0dcaba2
-73.5240285,41.0538149,16,GREGORY ST,,,,,,,6e046d5a5af0dfa2
-73.5238809,41.0537948,20,GREGORY ST,,,,,,,244ae8be02181ede
-73.5236601,41.0537373,24,GREGORY ST,,,,,,,9f37598ec172bf22
-73.5494217,41.0537279,43,ALDEN ST,,,,,,,5bdfdc4383c38063
-73.5380531,41.0531891,140,ATLANTIC ST,,,,,,,249c6d8959495f83
-73.5291917,41.0538526,40,CLARKS HILL AVE,,,,,,,6caea7449b0818e3
-73.5233424,41.0538702,65,MAPLE AVE,,,,,,,1ca026a8a005a6da
-73.5093239,41.0539682,148,SEASIDE AVE,,,,,,,bb418f8c67a00819
-73.5478597,41.0536935,30,SCHUYLER AVE,,,,,,,90ba7fb2af1f4c47
-73.5211637,41.0538698,62,LOCKWOOD AVE,,,,,,,327a68dda52a7805
-73.5484938,41.0537089,35,STEPHEN ST,,,,,,,0cdbd0d4cde0eec8
-73.5396412,41.0537742,109,ATLANTIC ST,,,,,,,95a0d5d97434c527
-73.5466748,41.0531855,26,MILL RIVER ST,,,,,,,31b46effff874873
-73.5084526,41.053962,148,DORA ST,,,,,,,52599f2b519b493a
-73.5244716,41.0538533,60,MYRTLE AVE,,,,,,,7ddff376b334cb62
-73.5413715,41.0534289,82,W PARK PL,,,,,,,6cc7d027816ea178
-73.5498307,41.053685,44,ALDEN ST,,,,,,,31f1f46d7249c6eb
-73.5207725,41.0538289,45,FRANK ST,,,,,,,b5d9982573c67200
-73.5206284,41.0538146,49,FRANK ST,,,,,,,1e7d3c8d010c0ea0
-73.5488943,41.0536713,34,STEPHEN ST,,,,,,,f9995dc51607598a
-73.520474,41.0538083,53,FRANK ST,,,,,,,2ef81c6b314f9194
-73.540334,41.0534487,300,MAIN ST,,,,,,,6a23819e627e4438
-73.5337917,41.052939,300,TRESSER BLVD,,,,,,,18298657d62725a4
-73.5416492,41.0534493,74,W PARK PL,,,,,,,75b8686620e2078f
-73.5202797,41.053801,59,FRANK ST,,,,,,,e85e42ee47b879f6
-73.5201409,41.0538071,61,FRANK ST,,,,,,,fbee5a7606df80fd
-73.5098576,41.0538953,149,SEASIDE AVE,,,,,,,20d3d479a3852ffe
-73.539625,41.053722,111,ATLANTIC ST,,,,,,,fe58d6daf56772ef
-73.5199229,41.0537897,73,FRANK ST,,,,,,,6b7b12fdc64e3028
-73.5254694,41.0536686,75,MYRTLE AVE,,,,,,,6e6cd4cb856dcafd
-73.5197932,41.0538003,75,FRANK ST,,,,,,,f473051c87821a02
-73.5196004,41.0538008,77,FRANK ST,,,,,,,bf5572f1922b0ff1
-73.5093807,41.0537874,150,SEASIDE AVE,,,,,,,05d6281719eae645
-73.5046591,41.0538894,24,CAMBRIDGE RD,,,,,,,1342d7b5663da15d
-73.5041666,41.0538796,225,WEED AVE,,,,,,,96d1db1eab08fd7e
-73.5412424,41.0534208,84,W PARK PL,,,,,,,114f915a63852705
-73.5493623,41.0535853,41,ALDEN ST,,,,,,,f82fc9c63641f5bb
-73.5484823,41.0535956,33,STEPHEN ST,,,,,,,129b38a805336c20
-73.547878,41.0535573,28,SCHUYLER AVE,,,,,,,30da1955f82617de
-73.5295324,41.0537422,41,CLARKS HILL AVE,,,,,,,5bec66701e265efc
-73.5410266,41.0534046,92,W PARK PL,,,,,,,afda853bcd9ec32a
-73.5489124,41.0535517,32,STEPHEN ST,,,,,,,6aa7e0b3184d7cb7
-73.5233748,41.053724,69,MAPLE AVE,,,,,,,9f6db17836e1ed1c
-73.5211815,41.0537535,66,LOCKWOOD AVE,,,,,,,b8a94a329048a1d2
-73.5085343,41.0536871,142,DORA ST,,,,,,,4a2fd4c125c75a1b
-73.5498168,41.0535412,40,ALDEN ST,,,,,,,45e1c10ca3acf524
-73.5247098,41.0536987,68,MYRTLE AVE,,,,,,,1f6715880ee02369
-73.5052462,41.0537855,63,MIDDLEBURY ST,,,,,,,7be17a5b6dc786aa
-73.5055634,41.0537608,55,MIDDLEBURY ST,,,,,,,8bc597002898e184
-73.5098521,41.0537587,151,SEASIDE AVE,,,,,,,cd438c848384e1dd
-73.5059103,41.053703,6,ANDOVER RD,,,,,,,d7defb115c14a2b2
-73.5396622,41.0535535,129,ATLANTIC ST,,,,,,,c07ab9625cdf715a
-73.5484978,41.0534779,31,STEPHEN ST,,,,,,,bca5871906191720
-73.5063676,41.0536949,5,ANDOVER RD,,,,,,,b3ebb91b6e988819
-73.5494229,41.0534556,39,ALDEN ST,,,,,,,048bb49475117d93
-73.5244081,41.0534394,14,WILLIAM ST,,,,,,,7b7deb0171aea85a
-73.5066676,41.053697,33,MIDDLEBURY ST,,,,,,,8424ab0d8abc4687
-73.5247834,41.0536144,70,MYRTLE AVE,,,,,,,73142b795f7c0df5
-73.5068982,41.0536682,25,MIDDLEBURY ST,,,,,,,e6b510971356cbab
-73.5478967,41.0534203,22,SCHUYLER AVE,,,,,,,d17a4da0df7e9521
-73.5046782,41.0537236,30,CAMBRIDGE RD,,,,,,,e804dbb109097d89
-73.5241858,41.0533843,18,WILLIAM ST,,,,,,,a3bc736598e1f347
-73.5212441,41.0535937,72,LOCKWOOD AVE,,,,,,,2b067dc902f04887
-73.5489327,41.0534156,28,STEPHEN ST,,,,,,,336faa9c919c174f
-73.5073867,41.0536386,15,MIDDLEBURY ST,,,,,,,acb6dbf56e832f99
-73.5497964,41.0534262,38,ALDEN ST,,,,,,,5ae7dc63832b497e
-73.5240125,41.0533506,22,WILLIAM ST,,,,,,,c5091509f2e1bc65
-73.5076489,41.053625,9,MIDDLEBURY ST,,,,,,,5a3f350ddcf82db1
-73.5092193,41.0536225,158,SEASIDE AVE,,,,,,,c72a3c22adcb33ca
-73.55696,41.0532318,10,WEST AVE,,,,,,,805dfe979400bb1e
-73.5433091,41.0531421,1010,WASHINGTON BLVD,,,,,,,936bc296730c82fd
-73.5041644,41.0536673,231,WEED AVE,,,,,,,34517f0f4c79033e
-73.5079101,41.0536178,3,MIDDLEBURY ST,,,,,,,c5102bd8035f1e98
-73.5245084,41.0535182,12,WILLIAM ST,,,,,,,b328838b104e534a
-73.5237185,41.0535227,23,GREGORY ST,,,,,,,42649c3d2979e2f6
-73.5407243,41.0534187,270,MAIN ST,,,,,,,7b3cf5c5da98de22
-73.5248727,41.0535291,72,MYRTLE AVE,,,,,,,5e7a427d5f2b19bc
-73.5098417,41.0536251,157,SEASIDE AVE,,,,,,,e116a2a2a3648ce0
-73.5398303,41.0533585,400,MAIN ST,,,,,,,3c8688026b883f2c
-73.5485115,41.0533725,27,STEPHEN ST,,,,,,,83c304e2e1c2dfa5
-73.5396535,41.053456,133,ATLANTIC ST,,,,,,,82b19aef87d33d86
-73.5207808,41.0533937,14,LILLIAN ST,,,,,,,31c15607fb134f4c
-73.5567974,41.0532038,260,STILLWATER AVE,,,,,,,a2d365ac71623755
-73.5631952,41.0526599,168,CATOONA LN,,,,,,,bcb0744bea6afb7a
-73.5610839,41.0492022,1937,W MAIN ST,,,,,,,a853980358b09b6b
-73.5233811,41.0535061,75,MAPLE AVE,,,,,,,968afb5bf9f3e8e2
-73.5206228,41.0533892,18,LILLIAN ST,,,,,,,0a993cb38d5e9bba
-73.5204652,41.0533853,22,LILLIAN ST,,,,,,,dd3390cef1a71c4b
-73.5203063,41.0533807,24,LILLIAN ST,,,,,,,079666e439ac9ef6
-73.5201427,41.0533767,28,LILLIAN ST,,,,,,,363051990cd4e2cd
-73.5199917,41.0533746,32,LILLIAN ST,,,,,,,955f117b859ec42d
-73.5198528,41.053373,34,LILLIAN ST,,,,,,,602f71e7bdea8bab
-73.5197053,41.0533711,36,LILLIAN ST,,,,,,,60f46acf2dad113e
-73.5195591,41.0533695,42,LILLIAN ST,,,,,,,f96913a2ddf9053c
-73.5566536,41.0531183,256,STILLWATER AVE,,,,,,,0b4ccf8bad91f649
-73.5479251,41.0532085,14,SCHUYLER AVE,,,,,,,226a9e6f5f4c7951
-73.5051965,41.0535831,31,CAMBRIDGE RD,,,,,,,442e8202ed98da12
-73.5489525,41.0532784,24,STEPHEN ST,,,,,,,a4fb8c25859f8d1f
-73.5258889,41.0533978,85,MYRTLE AVE,,,,,,,5ed2d5f346c359bb
-73.5452324,41.0528679,26,MAIN ST,,,,,,,bea058a14c809154
-73.5085536,41.0535274,134,DORA ST,,,,,,,fff6b786aad38487
-73.5499706,41.053262,36,ALDEN ST,,,,,,,311316d8dac13788
-73.504678,41.0535493,36,CAMBRIDGE RD,,,,,,,bcd5296c869786bd
-73.5485486,41.0532701,21,STEPHEN ST,,,,,,,98cac0e9d27a4a4b
-73.5233852,41.0534212,77,MAPLE AVE,,,,,,,2fcb69d67b728fdd
-73.5092011,41.053459,162,SEASIDE AVE,,,,,,,b80637728cb60084
-73.5058661,41.0534855,10,ANDOVER RD,,,,,,,ee629714b90e0d9c
-73.5098177,41.053487,159,SEASIDE AVE,,,,,,,2aaa8ea6d32a6e9d
-73.5565088,41.05293,252,STILLWATER AVE,,,,,,,c9b05d2fba46d9e3
-73.553262,41.0530985,22,STILLWATER PL,,,,,,,fb66dde121e5b1c7
-73.5260163,41.0532699,89,MYRTLE AVE,,,,,,,da96aeee59458c9a
-73.506348,41.0534613,11,ANDOVER RD,,,,,,,e9351649f2627783
-73.5237921,41.053253,28,WILLIAM ST,,,,,,,02df520471fe6363
-73.5494251,41.0531946,31,ALDEN ST,,,,,,,eed1fa0a8ae38b58
-73.525108,41.0531917,82,MYRTLE AVE,,,,,,,44c55d4572f6e140
-73.5041624,41.0534546,237,WEED AVE,,,,,,,e7b514ff8c1ccdc3
-73.5212811,41.0533517,80,LOCKWOOD AVE,,,,,,,32384f128102ff17
-73.5068771,41.0534425,12,WEBSTER RD,,,,,,,f0704fcd1dcba04a
-73.5563491,41.0529627,248,STILLWATER AVE,,,,,,,f67ec659eac04968
-73.5105184,41.0533497,153,SYLVAN KNOLL RD,,,,,,,59d946676c7b0f99
-73.5489857,41.0531286,22,STEPHEN ST,,,,,,,7fce90aba35243fc
-73.5235861,41.0532113,34,WILLIAM ST,,,,,,,541716841057917c
-73.5485868,41.0531422,19,STEPHEN ST,,,,,,,5eb09ac5e945b3b3
-73.5052124,41.0534301,35,CAMBRIDGE RD,,,,,,,cdd030e02c85469b
-73.5073958,41.0534085,11,WEBSTER RD,,,,,,,924b18366897e5e8
-73.5497705,41.0530957,28,ALDEN ST,,,,,,,fea9531db4922938
-73.5533566,41.05299,16,STILLWATER PL,,,,,,,3e6487839dbcd5e5
-73.5079065,41.0533947,129,DORA ST,,,,,,,3dfdc4664e9e92bb
-73.523415,41.053177,36,WILLIAM ST,,,,,,,be850616a33b3660
-73.5502679,41.0529578,151,SPRUCE ST,,,,,,,26c8aa63dd5a3c32
-73.5084298,41.0533504,130,DORA ST,,,,,,,e550c99fe1cbb4d4
-73.5479497,41.053097,12,SCHUYLER AVE,,,,,,,94e8e72694c6293d
-73.5473375,41.0529874,1,SCHUYLER AVE,,,,,,,402c301feb3fb9d8
-73.5098133,41.0533582,165,SEASIDE AVE,,,,,,,2f3bae2485447585
-73.504678,41.0533731,40,CAMBRIDGE RD,,,,,,,a190d17ae1ec0cc3
-73.5058528,41.0533384,16,ANDOVER RD,,,,,,,ec5773f632d27e64
-73.5561849,41.0528892,242,STILLWATER AVE,,,,,,,7fae147a139c3e3a
-73.5091834,41.0532999,166,SEASIDE AVE,,,,,,,2959f26337470bb4
-73.5246893,41.0531847,9,WILLIAM ST,,,,,,,60dc41ab116a9de4
-73.5494256,41.0529319,23,ALDEN ST,,,,,,,e67da8bdd2d1bdad
-73.5388214,41.0530496,160,ATLANTIC ST,,,,,,,3ea105719d883618
-73.5486013,41.0530303,17,STEPHEN ST,,,,,,,98bbb77d63b3ca2a
-73.506325,41.053293,15,ANDOVER RD,,,,,,,2f060efba1f75caf
-73.557004,41.0529174,18,WEST AVE,,,,,,,f452501ff2e7d076
-73.5491443,41.0529609,14,STEPHEN ST,,,,,,,8c6603e46e9a9334
-73.5244339,41.0531776,15,WILLIAM ST,,,,,,,20ea6798f3f0223a
-73.5534537,41.0528561,12,STILLWATER PL,,,,,,,57bb622337b088c2
-73.5068619,41.0532874,16,WEBSTER RD,,,,,,,c642c7fae75f4cda
-73.5120922,41.0522263,431,SYLVAN KNOLL RD,,,,,,,bc07eb7907cbeca5
-73.5560332,41.0528279,240,STILLWATER AVE,,,,,,,e0e4a83f91ec0ec7
-73.5252928,41.0530077,86,MYRTLE AVE,,,,,,,ff09b5d760b8af85
-73.5041602,41.0532448,243,WEED AVE,,,,,,,5d72db07eb0c10cb
-73.5078157,41.0532477,123,DORA ST,,,,,,,ac9683dbfb7c5a5c
-73.5052065,41.0532727,41,CAMBRIDGE RD,,,,,,,1aff85752ea0a668
-73.5073304,41.0532344,17,WEBSTER RD,,,,,,,f43c787d3213b9f8
-73.53225,41.052637,107,ELM ST,,,,,,,0b6ece1fa084c7a1
-73.5406854,41.0530424,1,BANK ST,,,,,,,e004af06435cadca
-73.5243976,41.0528441,21,WILLIAM ST,,,,,,,affec5eeecd7fc6f
-73.5409616,41.0529338,261,MAIN ST,,,,,,,86e042b44a15745a
-73.5083858,41.0531944,124,DORA ST,,,,,,,1ed5739a34ad9e4e
-73.50584,41.0531924,20,ANDOVER RD,,,,,,,d72711fddb7603f7
-73.5483659,41.0527625,55,SMITH ST,,,,,,,490b0f31a40865cc
-73.5497839,41.0529443,24,ALDEN ST,,,,,,,8c312de0cb61652e
-73.5524693,41.0527176,72,FINNEY LN,,,,,,,bc36d5ddb9a543a0
-73.5213296,41.0530457,88,LOCKWOOD AVE,,,,,,,9a62065f3bd258c2
-73.5411557,41.0529238,247,MAIN ST,,,,,,,e24f2451206da6cc
-73.5207856,41.05305,15,LILLIAN ST,,,,,,,7b93f263a6923b67
-73.5206264,41.053059,17,LILLIAN ST,,,,,,,0dd93c9c8de52d8e
-73.5204629,41.0530701,21,LILLIAN ST,,,,,,,adf437e20192e360
-73.5091652,41.0531366,172,SEASIDE AVE,,,,,,,aa027746844efa64
-73.5200786,41.0528843,29,LILLIAN ST,,,,,,,a5c8136b797ea3d4
-73.540534,41.0529384,15,BANK ST,,,,,,,8c43013c445c588a
-73.5199735,41.0530584,31,LILLIAN ST,,,,,,,277613faf214b798
-73.5198156,41.0529835,35,LILLIAN ST,,,,,,,34c47c214a7e3c28
-73.5196885,41.0530646,37,LILLIAN ST,,,,,,,3fe462aadebfae7d
-73.519548,41.0530666,39,LILLIAN ST,,,,,,,be3a2b3d93f0b2ae
-73.504678,41.0531807,46,CAMBRIDGE RD,,,,,,,e12099b7ad7d11ef
-73.5531273,41.0528326,17,STILLWATER PL,,,,,,,d9aef79189c8687b
-73.553542,41.0527625,10,STILLWATER PL,,,,,,,087eea19e63cc41b
-73.5240613,41.0529594,25,WILLIAM ST,,,,,,,45efbf966882da12
-73.5480837,41.0528384,8,SCHUYLER AVE,,,,,,,b0cbc0789424196c
-73.5413903,41.052773,239,MAIN ST,,,,,,,77d1b9e9d429ad6f
-73.5490234,41.0528688,12,STEPHEN ST,,,,,,,ff4b57041b6c52a6
-73.5063239,41.0531465,19,ANDOVER RD,,,,,,,728fb34e02472135
-73.5558149,41.0526886,234,STILLWATER AVE,,,,,,,6941d7902f0ab45e
-73.5414946,41.0528231,223,MAIN ST,,,,,,,3ab0eac727aaf9ab
-73.5068465,41.0531292,20,WEBSTER RD,,,,,,,7369c048b257e9d9
-73.5415597,41.0528082,219,MAIN ST,,,,,,,da2cd0b4cfc17bc9
-73.5502444,41.0528529,145,SPRUCE ST,,,,,,,2b63822686f8887c
-73.523873,41.0529008,31,WILLIAM ST,,,,,,,5780a403fe01cff4
-73.5052001,41.053113,45,CAMBRIDGE RD,,,,,,,23aaa1459d5884bb
-73.5077999,41.0530953,119,DORA ST,,,,,,,a61641ac5d8c2da7
-73.5416998,41.0528235,211,MAIN ST,,,,,,,7773ccecf640d6f8
-73.5073256,41.0530851,21,WEBSTER RD,,,,,,,0515c64f1fde5612
-73.5403679,41.0528571,25,BANK ST,,,,,,,a624024ef53287d0
-73.5417674,41.0528922,207,MAIN ST,,,,,,,564e654e236bd9f3
-73.5058263,41.0530413,24,ANDOVER RD,,,,,,,de4b6e42424b2286
-73.5497656,41.052824,18,ALDEN ST,,,,,,,4e0b6b89e715539e
-73.5041508,41.0529632,251,WEED AVE,,,,,,,4caa7deae377efab
-73.5419353,41.0528696,197,MAIN ST,,,,,,,a2cb9b901376ba98
-73.5532396,41.0524313,171,STILLWATER AVE,,,,,,,0d4e7b0ffaf7f731
-73.5083678,41.0530334,120,DORA ST,,,,,,,e4accba2ab7fd728
-73.5236475,41.0528682,37,WILLIAM ST,,,,,,,55853e3bce3e42d4
-73.5253055,41.052832,96,MYRTLE AVE,,,,,,,3147c5d88fe910a8
-73.5420614,41.052802,187,MAIN ST,,,,,,,41473204ef343266
-73.5537778,41.052696,191,STILLWATER AVE,,,,,,,ea4964a4a99ab09a
-73.5520329,41.0527289,79,FINNEY LN,,,,,,,e1ff378ba33b8da5
-73.5555503,41.0525669,232,STILLWATER AVE,,,,,,,c9001820b4b5ad30
-73.5092342,41.0529848,176,SEASIDE AVE,,,,,,,53fb53f533e73aa5
-73.5494266,41.0527701,17,ALDEN ST,,,,,,,841e75c4a29c2e62
-73.5263461,41.0526911,107,MYRTLE AVE,,,,,,,65795028f1028e4c
-73.5047188,41.0529442,52,CAMBRIDGE RD,,,,,,,fce9cc1da2bc15a2
-73.5213169,41.0529013,92,LOCKWOOD AVE,,,,,,,9757c73567487197
-73.5497623,41.0527566,14,ALDEN ST,,,,,,,eb93aa53be55a7a3
-73.5490885,41.0527331,6,STEPHEN ST,,,,,,,6411490da3af3aef
-73.5502329,41.0527353,143,SPRUCE ST,,,,,,,f997424d8428e3d9
-73.506307,41.0529943,25,ANDOVER RD,,,,,,,1b493649dcdd0f15
-73.5505732,41.0527286,144,SPRUCE ST,,,,,,,6b26e182f926b6f1
-73.5068308,41.0529696,26,WEBSTER RD,,,,,,,a7a2ed4c0d8e4597
-73.5583876,41.0525463,23,ACOSTA ST,,,,,,,3ba89b77f4efa8e6
